Part Name,HSCODE,UOM
BOLT FLG,7318159000,KGM
"BOLT,HEX. SOCKET BUTTON",7318159000,KGM
RIVET,3926904900,KGM
CATALYST 1,8714109000,KGM
AIR FILTER ASSY.,8714109000,KGM
FUEL PUMP COMP.,8413309000,UNIT
"HOSE,FUEL 1",4009429000,KGM
"HOSE,BRAKE 1",4009429000,KGM
CAP ASSY.,8714109000,KGM
SEAT LOCK ASSY.,8714109000,KGM
IGN.COIL ASSY.,8511109000,UNIT
"SW.,HANDLE 3",8536509990,KGM
"SW.,HANDLE 1",8536509990,KGM
FR. STOP SWITCH ASSY.,8536509990,KGM
STOP SWITCH ASSY.,8536509990,KGM
SENDER,9026103000,UNIT
PLUG CAP ASSY.,8536509990,KGM
BAND,8714109000,KGM
"FR. CALIPER ASSY.,RH.",8714109000,KGM
"AXLE,WHEEL FR.",8714109000,KGM
"AXLE,WHEEL RR.",8714109000,KGM
RR BRAKE SHOE COMP SET,8714109000,KGM
"ROD,BRAKE",8714109000,KGM
"SHAFT,PIVOT",8714109000,KGM
LEVER 2,8714109000,KGM
FR. MASTER CYLINDER ASSY.,8714109000,KGM
"CAP,BOLT",8714109000,KGM
"DAMPER,2",8714109000,KGM
"DAMPER,1",8714109000,KGM
ENG. CONT. UNIT ASSY.,8511109000,UNIT
SEAL,4016939010,KGM
"SEAL,OIL",4016939010,KGM
"BOLT,HEX.",7318159000,KGM
"BOLT,FLG.",7318159000,KGM
BOLT,7318159000,KGM
"BOLT,HEX.SOCKET W/WASHER",7318159000,KGM
"BOLT,HEX. W/WASHER",7318159000,KGM
"BOLT,UNION",7318159000,KGM
"BOLT,HEX. SOCKET HEAD",7318159000,KGM
"BOLT,HEX.SOCKET HEAD",7318159000,KGM
BOLT HEX SOCKET HEAD,7318159000,KGM
"BOLT,BUTTON HEAD",7318159000,KGM
"BOLT,FLG(SMALL HEAD)",7318159000,KGM
"BOLT,FLG.(SMALL HEAD)",7318159000,KGM
"BOLT,FLG. (SMALL HEAD)",7318159000,KGM
"BOLT, FLG. (SMALL HEAD)",7318159000,KGM
"BOLT,FLG. DEEP RECESS",7318159000,KGM
"BOLT,HEX",7318159000,KGM
"BOLT,HEX. HEAD W/WASHER",7318159000,KGM
"BOLT.,FLG",7318159000,KGM
"SCREW,W/WASHER",7318159000,KGM
"SCREW,TRUSS HEAD TAPPING",7318159000,KGM
"SCREW,PAN HEAD(+)",7318159000,KGM
SCREW PAN HEAD(+),7318159000,KGM
"NUT,HEX.",7318169000,KGM
NUT,7318169000,KGM
"NUT,SELF-LOCKING",7318169000,KGM
"NUT,FLG.",7318169000,KGM
"WASHER,PLAIN",7318220000,KGM
"WASHER,WAVE",7318220000,KGM
COLLAR,8714109000,KGM
CLAMP,7326903000,KGM
CLIP,7326903000,KGM
"PIN,SPLIT",7318240000,KGM
RECTIFIER REGULATOR ASSY.,8504409000,UNIT
SMOOTHING CONDENSER ASSY.,8714109000,KGM
MAIN SWITCH COMP.,8536509990,KGM
"GSKT.,MUFF. JT.",8484900000,KGM
"BUSH.,1",8714109000,KGM
"SPRG.,TENSION",7320209000,KGM
"REFLECTOR,1",8512209100,UNIT
"RACE,BALL 1",8482990000,KGM
"RACE,BALL 2",8482990000,KGM
"RETAINER,BALL BEARING",8482990000,KGM
NUT U,7318169000,KGM
"NUT, SELF-LOCKING",7318169000,KGM
"NUT, U FLANGE",7318169000,KGM
SHOCK ABSORBER RR.,8714109000,KGM
"BOLT, FLG",7318159000,KGM
FLASHER RELAY ASSY.,8536419900,KGM
GEAR DRIVE,8483409000,UNIT
GEAR METER,8483409000,UNIT
NUT WELD,7318169000,KGM
"PIN,DOWEL",7318240000,KGM
RING(STOP),4016932000,KGM
SCREW,7318159000,KGM
SCREW BINDING HEAD,7318159000,KGM
SPRING.TENSION,7320209000,KGM
WASHER,7318220000,KGM
"CARB.ASSY .,1",8714109000,KGM
GEAR UNIT ASSY,8714109000,KGM
CDI. UNIT ASSY.,8714109000,KGM
RAD. ASSY.,8714109000,KGM
"HOSE,1",4009429000,KGM
"BRKT.,1",8714109000,KGM
"BRKT.,3",8714109000,UNIT
CAP,8714109000,KGM
FUEL COCK ASSY.,8481101900,KGM
RR. BRAKE SHOE COMP. SET,8714109000,KGM
SHAFT,8714109000,KGM
"SCREW,PAN HEAD W/WASHER",7318159000,KGM
"SCREW,PAN HEAD (+)",7318159000,KGM
"WASHER,PLAIN",4016939090,KGM
HOSE CLAMP ASSY,4009429000,KGM
AIR FILTER ASSY,8714109000,KGM
SW. HANDLE 1,8536509990,KGM
PLUG CAP ASSY.,8536909900,KGM
IGN. COIL ASSY,8511109000,KGM
SHAFT PIVOT,8714109000,KGM
"PULLER,CHAIN 1",8714109000,KGM
"PULLER,CHAIN 2",8714109000,KGM
HOSE BRAKE 1,4009429000,KGM
MAIN SW. SET,8536506900,KGM
"BAND,SWITCH CORD",8714109000,KGM
"COVER,BALL RACE 2",8714109000,KGM
"BOLT,HEX.W/WASHER",7318159000,KGM
"BOLT,STUD",7318159000,KGM
BOLT.HEX.W/WASHER,7318159000,KGM
"SCREW, PAN HEAD (+)",7318159000,KGM
"NUT,WING",7318169000,KGM
"WASHER, PLAIN",7318220000,KGM
"PIN,SPLIT",7318239000,KGM
STOPPER,8714109000,KGM
SW. HANDLE 3,8536509990,KGM
"TANK,RECOVERY",8714109000,KGM
PIPE BREATHER 1,8714109000,KGM
"JT., CARBURETOR 1",8714109000,KGM
"BOSS,WIRE HOLDER",8714109000,KGM
"HOLDER, BRAKE HOSE 4",8714109000,KGM
"BUSH., 1",8714109000,KGM
SPRG. TENSION,7320209000,KGM
REFLECTOR 1,8714991100,KGM
RECTIFIER REGULATOR ASSY.,8504403000,UNIT
"NUT,U FLANGE",7318169000,KGM
"BOLT,FLANGE",7318159000,KGM
"BOLT,HEXAGON SO",7318159000,KGM
CLIP,7326909990,KGM
NUT SELF LOCKING,7318169000,KGM
"NUT,SPRING",7318169000,KGM
"NUT,U",7318169000,KGM
"NUT,WELD",7318169000,KGM
SCREW W/WASHER,7318159000,KGM
HOOK,8714109000,KGM
"BOLT, HEX,W/WASHER",7318159000,KGM
"NUT, SPRG.",7318169000,KGM
RELAY ASSY.,8536499000,KGM
"CATALYST, 1",3815120000,KGM
"PIPE,BREATHER 1",8714109000,KGM
"PIPE,SILENCER 1",8714109000,KGM
"HOSE, BRAKE 1",4009429000,KGM
"CAP,INJECTOR",8714109000,KGM
"RR. CALIPER ASSY.,RH.",8714109000,KGM
RR. MASTER CYL. ASSY.2,8714109000,KGM
"HANGER,HELMET",8714109000,KGM
"HOLDER,BRAKE HOSE 4",8714109000,KGM
"FOOTREST,REAR 1",8714109000,KGM
"FOOTREST,REAR 2",8714109000,KGM
"PLUG,BLIND",8536909900,KGM
"SENSOR,LEAN ANGLE",9031809000,UNIT
LICENSE LIGHT ASSY.,8512202000,UNIT
IGN. COIL ASSY.,8511109000,UNIT
"PILOT LIGHT ASSY.,1",8512209900,UNIT
ENG. CONT UNIT ASSY,8511109000,UNIT
METER ASSY.,9029201000,UNIT
"BOLT,FLG. DEEP RECESS(S/HEAD)",7318159000,KGM
"BOLT,HEX.SOCKET BUTTON",7318159000,KGM
"SCREW,BINDING HEAD(+)",7318159000,KGM
"SCREW,RD.TAPPING",7318159000,KGM
"PIN, W/HOLE",7318239000,KGM
RIVET,7318239000,KGM
HOSE CLAMP ASSY.,4009429000,KGM
"SPRG.,COMPRESSION",7320209000,KGM
"DAMPER,PLATE",8714109000,KGM
"WHEEL,CAST",8714109000,KGM
PROTECTOR,8714109000,KGM
"HOSE,BRAKE 2",4009429000,KGM
"FR. FLASHER LIGHT ASSY.,1",8512202000,UNIT
"FR. FLASHER LIGHT ASSY.,2",8512202000,UNIT
"HEAD LIGHT UNIT ASSY.,1",8512202000,UNIT
"LEVER HOLDER ASSY.,1",8714109000,KGM
"BOLT,WIRE ADJ.",7318159000,KGM
"SPRG.,TORSION",7320209000,KGM
BALL,8482100000,UNIT
TAIL LIGHT UNIT ASSY.,8512209100,UNIT
DIODE ASSY,8714109000,KGM
CLAMP,7326909990,KGM
"NUT,HEXAGON",7318169000,KGM
"BOLT,HEX. SOCKET",7318159000,KGM
"BOLT,HEX. SOCKET BUTOON",7318159000,KGM
"BRG.,STEERING UPPER (2TD-F3873-00)",8482100000,UNIT
"BRG.,STEERING UPPER (5BP-F3873-01)",8482100000,UNIT
"COLLAR,SHAFT",8714109000,KGM
COLLAR (90387-06882),8714109000,KGM
COLLAR (90387-06619),8714109000,KGM
"COLLAR,WHEEL SHAFT",8714109000,KGM
"COLLAR,WHEEL SHAFT 2",8714109000,KGM
"WASHER,PLAIN (90201-15814)",7318220000,KGM
"COVER,1",8714109000,KGM
"COVER,CONNECTOR",8714109000,KGM
"END,GRIP",8714109000,KGM
FLASHER RELAY ASSY,8536419900,KGM
GASKET,8484100000,KGM
GRIP ASSY.,8714109000,KGM
"GRIP,1",8714109000,KGM
"GSKT.,EXT. 1",8484100000,KGM
"MIRROR ASSY.,1",7009100000,KGM
"MIRROR ASSY.,2",7009100000,KGM
"NUT,FLANGE",7318169000,KGM
"PIPE,2",8714109000,KGM
"REFLECTOR,1",8714991100,KGM
RELAY ASSY.,7318159000,KGM
"RETAINER, BALL BEARING",8482100000,UNIT
"SCREW,CROSSRECESS ROUND",7318159000,KGM
"SCREW,RD. TAPPING",7318159000,KGM
SINGLE SEAT ASSY.,8714109000,KGM
TANDEM SEAT ASSY.,8714109000,KGM
TOOL KIT,8206000000,KGM
"REFLECTOR,1",8714109000,KGM
SEAL,8484900000,KGM
"SEAL,2",8484900000,KGM
"FR. FLASHER LIGHT ASSY.,1",8512209100,UNIT
"FR. FLASHER LIGHT ASSY.,2",8512209100,UNIT
"RR.FLASHER LIGHT ASSY.,1",8512209100,UNIT
"RR.FLASHER LIGHT ASSY.,2",8512209100,UNIT
"NUT, CAP",7318169000,KGM
TAIL LIGHT UNIT ASSY,8512209100,UNIT
"BOLT,HEX.SOCKE",7318159000,KGM
BRG,8482100000,UNIT
DAMPER,8714109000,KGM
GROMMET,4006909000,KGM
JOINT,8714109000,KGM
PLUG,8511102000,UNIT
"PROTECTOR,WIRE HARNESS",8714109000,KGM
"PLATE,NOISE",8714109000,KGM
"WASHER,PLATE",7318220000,KGM
SPACER,8714109000,KGM
"NUT,ADJ.",7318169000,KGM
"LABEL,UNR-ECE",3919109900,KGM
"LABEL,WARNING",3919109900,KGM
CLAMP,3926904900,KGM
"DISK,BRAKE FR. RH.",8714109000,KGM
MAIN SW. STRG. LOCK SUB ASSY.,8536509990,KGM
"SEAL,OIL",4016931000,KGM
"SCREW, PAN HEAD W/WASHER",7318169000,KGM
"SCREW,PAN HEAD (+)",7318169000,KGM
"CATALYST,1",8714109000,KGM
"BOARD,FOOTREST",8714109000,KGM
BOLT BUTTON HEAD,7318159000,KGM
"BOX,BATTERY 1",8714109000,KGM
CIRCLIP(E),7326903000,KGM
COVER,8714109000,KGM
"COVER,BALL RACE 1",8714109000,KGM
"COVER,FRONT",8714109000,KGM
"COVER,HANDLE 1",8714109000,KGM
"COVER,HANDLE 2",8714109000,KGM
"COVER,METER",8714109000,KGM
"COVER,SIDE",8714109000,KGM
"COVER,SIDE 2",8714109000,KGM
DBL. SEAT ASSY.,9401209000,UNIT
ENGINE BRACKET SUB ASSY,8714109000,KGM
ENG.CONT.UNIT ASSY.,8511109000,UNIT
FENDER,8714109000,KGM
"FENDER,INNER",8714109000,KGM
FR.STOP SWITCH ASSY.,8536509990,KGM
FUSE,8536509500,KGM
GEAR UNIT ASSY.,8483409000,UNIT
HANDLE COMP.,8714109000,KGM
HEAD LIGHT ASSY.,8512202000,UNIT
HORN,8512301000,UNIT
KICK CRANK ASSY.,8714109000,KGM
LEG SHIELD ASSY.,8714109000,KGM
"LEVER,2",8714109000,KGM
LEVER CAMSHAFT 1,8714109000,KGM
"MOLE,1",8714109000,KGM
"MOLE,2",8714109000,KGM
"NUT,SPRG.",7318169000,KGM
"PANEL,1",8714109000,KGM
"PANEL,2",8714109000,KGM
PIN,7318240000,KGM
RESISTOR ASSY,8714109000,KGM
"SCREW,PANHEAD(+)",7318159000,KGM
"SHIELD,LEG 1",8714109000,KGM
"SW.,SIDE STAND",8536509990,KGM
"THROTTLE WIRE ASSY.,1",8544301900,KGM
"TUBE,FLEXIBLE VINYL",8714109000,KGM
"WIRE,BRAKE 2",8544301900,KGM
"WIRE,SEAT LOCK",8544301900,KGM
BOX 1,8714109000,KGM
"RETAINER, BALL BEARING",8482990000,KGM
RECTIFIER REGULATOR ASSY,8504409000,UNIT
"WASHER,PLAIN  (90201-16810)",7318220000,KGM
"WASHER,PLAIN  (90201-10118)",7318220000,KGM
"EMBLEM,1",8421109000,UNIT
AIR FILTER SUB ASSY,8714109000,KGM
"ARM,2",8714109000,KGM
"BOLT,FLG. (SMALL HEAD)  95022-06014",7318159000,KGM
"BOLT,HEX. SOCKET HEAD 17",7318159000,KGM
"BOLT,HEX. SOCKET HEAD 19",7318159000,KGM
"BOLT,HEX. W/WASHER  90119-06155",7318159000,KGM
BRKT.,8714109000,KGM
"BRKT.,SIDE STAND",8714109000,KGM
BUZZER,8512301000,UNIT
"CATALYST,1",3815120000,KGM
CLAMP (90464-10008),7326909900,KGM
CLAMP (90464-16012),7326909900,KGM
CLAMP (90464-34002),7326909900,KGM
CLAMP,7326909900,KGM
CLIP,7326909900,KGM
"DAMPER,PLATE (90520-02859)",8714109000,KGM
ENG. CONT. UNIT ASSY.,8511304900,KGM
FLASHER RELAY ASSY.,8536414000,UNIT
FUEL PUMP COMP.,8413303000,KGM
GROMMET,8714109000,UNIT
"HEAD LIGHT UNIT ASSY.,1",8512209100,KGM
"HEAD LIGHT UNIT ASSY.,2",8512209100,UNIT
HOSE,4009429000,KGM
IGN. COIL ASSY.,8511304900,KGM
"KNOB COMP.,1",8714109000,UNIT
MAIN SW. STRG. LOCK ASSY.,8536509990,KGM
"NUT,U FLANGE (95602-06200)",7318169000,KGM
"NUT,U FLANGE (95602-08200)",7318169000,KGM
"PIN,W/HOLE",7318240000,KGM
PLUG CAP ASSY.,8536901900,KGM
"RACE,BALL 1",8482100000,KGM
"RACE,BALL 2",8482100000,UNIT
"REFLECTOR,1",8513903000,KGM
RELAY ASSY.,8536414000,UNIT
REMOTE CONT. UNIT ASSY.,8511304900,KGM
"RETAINER,BALL BEARING",8482100000,KGM
ROTOR COMP.,8414209000,UNIT
"SCREW,BINDING HEAD (+)",7318159000,KGM
SEAL,4016932000,KGM
"SEAL,OIL",4016932000,KGM
"STAY,ENGINE 1",8714109000,KGM
STOP SWITCH ASSY.,8536509900,KGM
"SW.,HANDLE 3",8536509900,KGM
TAIL LIGHT UNIT ASSY.,8714109000,KGM
TAPE,8714109000,UNIT
TERMINAL COMP.,8714109000,KGM
"WIRE,SEAT LOCK 2",8544309900,KGM
"RR. REFLECTOR ASSY.,1",8714109000,KGM
"ARM,RR. 1",8714109000,KGM
"BAR,LOCK",8714109000,KGM
"BATTERY ASSY.,2",7907009300,KGM
"BOARD,FOOTREST 2",8714109000,KGM
"BODY,COWLING",8714109000,KGM
"BODY,COWLING 2",8714109000,KGM
BOLT UNION,7318159000,KGM
"BOLT, 1",7318159000,KGM
"BOLT, FLG. DEEP RECESS(S/HEAD)",7318159000,KGM
"BOLT, HEX SOCKET HEAD",7318159000,KGM
"BOLT,. FLANGE",7318159000,KGM
"BOLT., HEX. SOCKET",7318159000,KGM
"BOLT., HEX. W/WASHER",7318159000,KGM
"BOX,1",8714109000,KGM
"BOX,SPARK PLUG",8714109000,KGM
"BRACKET,MAIN SWITCH",8714109000,KGM
BRG.,8482100000,UNIT
"BRKT.,FUEL PUMP",8714109000,KGM
CIRCLIP (E),7326909900,KGM
"COVER, BALL RACE 1",8714109000,KGM
"COVER, FILLER",8714109000,KGM
"COVER, MAIN SWITCH",8714109000,KGM
"COVER, SIDE 1",8714109000,KGM
"COVER, UNDER",8714109000,KGM
"COVER,2",8714109000,KGM
"COVER,BTRY.",8714109000,KGM
"COVER,CRANKCASE 3",8714109000,KGM
"COVER,FRONT 2",8714109000,KGM
"COVER,HANDLE UNDER 1",8714109000,KGM
"COVER,RADIATOR",8714109000,KGM
"COVER,REAR FENDER",8714109000,KGM
"COVER,SEAT LOCK",8714109000,KGM
"COVER,SIDE 3",8714109000,KGM
"COVER,SIDE 4",8714109000,KGM
"COVER,SIDE 5",8714109000,KGM
"COVER,SIDE 6",8714109000,KGM
"COVER,TAIL LIGHT",8714109000,KGM
"COVER,UNDER 1",8714109000,KGM
"DAMPER,7",8714109000,KGM
"DAMPER,9",8714109000,KGM
DBL. SEAT ASSY.,3919909900,KGM
"DRIVER PLUS,MINUS",8714109000,KGM
"ELEMENT,1",8714109000,KGM
EMBLEM,4821109000,KGM
EMBLEM 3D,4821109000,KGM
"EMBLEM,HANDLE",4821109000,KGM
ENG. ASSY.,8407321900,UNIT
ENGINE BRACKET COMP.SUB ASSY,8714109000,KGM
FENDER 2,3919909900,KGM
FLAP,8714109000,KGM
"FR. FLASHER LIGHT ASSY., 1",8512209100,UNIT
"FR. FLASHER LIGHT ASSY., 2",8512209100,UNIT
FR. FORK ASSY.,8714109000,KGM
FR. WHEEL ASSY.,8714109000,KGM
FR. WHEEL SENSOR ASSY.,9031809000,UNIT
FRAME COMP.,8714109000,KGM
FUEL TANK COMP.,8413303000,UNIT
"GRAPHIC,1",3919909900,KGM
GSKT.,8484100000,KGM
"HANDLE,SEAT SUB ASSY",8714109000,KGM
HEAD LIGHT ASSY.,8512209100,UNIT
"HINGE,1 SUB ASSY",8714109000,KGM
HOLDER,8714109000,KGM
"HOLDER,BRAKE HOSE",8714109000,KGM
"HOLDER,BRAKE HOSE 1",8714109000,KGM
"HOLDER,BRAKE HOSE 2",8714109000,KGM
"HOLDER,BRAKE HOSE 3",8714109000,KGM
"HOLDER,BRAKE HOSE 5",8714109000,KGM
"HOLDER,BRAKE HOSE 6",8714109000,KGM
IGN.COIL ASSY.,8511304900,UNIT
INJECTOR ASSY.,8511304900,UNIT
LEG SHIELD ASSY.,3919909900,KGM
LICENSE LIGHT ASSY.,8512209100,UNIT
"LID,1",8512209100,UNIT
"LID,FUEL",8512209100,UNIT
MAIN SWITCH COMP.,8536509900,KGM
MANIFOLD,8714109000,KGM
MAT,8714109000,KGM
"MAT,2",8714109000,KGM
"MAT,3",8714109000,KGM
"MAT,4",8714109000,KGM
"MOLE,SIDE COVER 1",8714109000,KGM
"MOLE,SIDE COVER 2",8714109000,KGM
"MUFF. ASSY.,1",8714109000,KGM
NUT FLANGE,7318169000,KGM
NUT SPRG,7318169000,KGM
NUT SPRING,7318169000,KGM
"NUT, FLANGE",7318169000,KGM
"NUT, FLG",7318169000,KGM
"NUT, HEX",7318169000,KGM
"PANEL,CONSOLE 1",8714109000,KGM
"PANEL,CONSOLE 2 SUB ASSY.",8714109000,KGM
"PIPE,1",8714109000,KGM
PLATE,8714109000,KGM
PLUG,8536901900,KGM
"PLUG,BLIND",8536901900,KGM
"PLUG,HOLE",8536901900,KGM
RAD. SUB ASSY,8714109000,KGM
REFLECTOR 1,8513903000,KGM
"RR. FOOTREST ASSY.,1",8714109000,KGM
"RR. FOOTREST ASSY.,2",8714109000,KGM
RR. MASTER CYLINDER ASSY.,8714109000,KGM
"RR. REFLECTOR ASSY., 1",8513903000,KGM
RR. WHEEL ASSY.,8714109000,KGM
"SCREW, CROSSRECESSED RD.",7318159000,KGM
"SCREW, TRUSS HEAD TAPPING",7318159000,KGM
"SCREW, W/WASHER",7318159000,KGM
"SCREW,RD. TAPPING",7318149000,KGM
SEAL OIL,4016932000,KGM
"SEAL,1",4016932000,KGM
"SEAL,AIR DUCT",4016932000,KGM
"SEAL,PROTECTOR",4016932000,KGM
"SHIELD,LEG 2",8714109000,KGM
"SHOCK ABSORBER,RR.",8714109000,KGM
SPEEDO. ASSY.,9029201000,UNIT
SPRG. SIDE STAND SUB ASSY,7320209000,KGM
"SPRG.,RETURN",7320209000,KGM
SPRING MAIN STAND SUB ASSY,7320209000,KGM
"STAND,MAIN SUB ASSY.",8714109000,KGM
"STAND,SIDE",8714109000,KGM
STARTER GEN. CONT. UNIT ASSY.,8511409900,UNIT
"STAY,1",8714109000,KGM
"STAY,IGN. COIL",8714109000,KGM
"SW.,HANDLE 4",8536509900,KGM
"SW.,SIDE STAND",8536509900,KGM
THROTTLE BODY ASSY.,8409994100,KGM
"THROTTLE WIRE ASSY.,1",8544309900,KGM
TUNING FORK MARK 3D,4821109000,KGM
VISOR,8714109000,KGM
WASHER PLAIN,7318220000,KGM
WASHER SPECIAL,7318220000,KGM
WIRE HARNESS ASSY.,8544309900,KGM
"WIRE,PULL",8544309900,KGM
"WIRE,SEAT LOCK",8544309900,KGM
"BAND,BATTERY",8714109000,KGM
"CAP,GRIP UNDER",8714109000,KGM
"CAP,GRIP UPPER",8714109000,KGM
"CASE,CHAIN 1",8714109000,KGM
"COVER,CHAIN CASE 1",8714109000,KGM
"COVER,PUMP",8714109000,KGM
"DAMPER,LOCATING 1",8714109000,KGM
"DAMPER,LOCATING 2",8714109000,KGM
DBL. SEAT ASSY.,8714109000,KGM
DIMMER SW. COMP.,8536509990,KGM
"FENDER,2",8714109000,KGM
FLASHER RELAY ASSY.,8536419100,KGM
FR. FLASHER LIGHT ASSY.,8512202000,UNIT
FUSE,8714109000,KGM
"HOLDER,BRAKE HOSE",8413303000,UNIT
"PANEL,FRONT",8714109000,KGM
"PANEL,INNER 1",8714109000,KGM
"PANEL,INNER 2",8714109000,KGM
"PIN,CYL. HEAD W/HOLE",7318240000,KGM
"PROTECTOR,MUFF. 1",8714109000,KGM
"SCREW,CROSSRECESSED BINDING",7318159000,KGM
SEAL,4016939000,KGM
"SEAL,OIL",4016939000,KGM
SENDER,9026109000,UNIT
SPEEDO. CABLE ASSY.,9029201000,UNIT
"STAY,FUSE BOX",8714109000,KGM
STOP SWITCH ASSY.,8714109000,KGM
"SW.,HANDLE 2",8536509990,KGM
"WASHER,SPECIAL",7318220000,KGM
AXLE WHEEL FR,8714109000,KGM
"AXLE, WHEEL RR.",8714109000,KGM
"BOLT , HEX SOCKET HEAD",7318159000,KGM
BOLT FLANGE,7318159000,KGM
BOLT HEX W/WASHER,7318159000,KGM
BOLT HEXAGON,7318159000,KGM
"BOLT, FLANGE (SMALL HEAD)",7318159000,KGM
"BOLT, FLANGE DEEP RECESS",7318159000,KGM
"BOLT, HEX. W/WASHER",7318159000,KGM
"BOLT., FLANGE",7318159000,KGM
CAP ASSY,8714109000,KGM
"COVER, BALL RACE 2",8714109000,KGM
"DAMPER,SIDE COVER",8714109000,KGM
DIMMER SW.COMP.,8536509990,KGM
FR. MASTER CYLINDER ASSY,8714109000,KGM
FR.REFLECTOR ASSY 1.,8513903000,KGM
HOSE 1,4009429000,KGM
NUT FLG,7318169000,KGM
NUT HEXAGON,7318169000,KGM
"NUT, U",7318169000,KGM
NUT.SELF-LOCKING,7318169000,KGM
PIN SPLIT,7318240000,KGM
PIN W/HOLE,7318240000,KGM
PIPE. BREATHER 1,8714109000,KGM
"PLATE,FITTING",8714109000,KGM
"RAD, ASSY",8714109000,KGM
RECTIFIER REGULATOR ASSY,8504403000,KGM
RELAY ASSY.,8536411000,KGM
RR. MASTER CYLINDER ASSY,8714109000,KGM
RR.CALIPER ASSY RH,8714109000,KGM
SCREW PAN HEAD),7318159000,KGM
SCREW TRUSS HEAD TAPPING,7318159000,KGM
"SCREW, PAN HEAD",7318159000,KGM
"SEAL,2",4016932000,KGM
"SENSOR,SPEED",9031809000,KGM
SPRING TENSION,7320209000,KGM
"SPRING.,TENSION",7320209000,KGM
"WASHER, PLATE",7318220000,KGM
STARTER SW. COMP.,8511409900,UNIT
AIR FILTER SUB ASSY.,8714109000,KGM
"ARM,RR.1",8714109000,KGM
"ASSIST,GRIP",8714109000,KGM
"ASSIST,GRIP 2",8714109000,KGM
"BOARD,FOOTREST2",8714109000,KGM
"BODY,COWLING2",8714109000,KGM
"BOLT,1",7318159000,KGM
"BRKT.,HOSE",8714109000,KGM
"BTRY. ASSY.,2",7907009300,KGM
"BUSH.,RR. SHOCK ABSORBER",8714109000,KGM
"CAM,SHAFT 1",8483102400,UNIT
CIRCLIP(E),7318240000,KGM
"CLAMP (90464-07805,90464-10802)",3926209000,KGM
CLAMP (90464-50800),7326909900,KGM
CLIP (90467-08003),7326909900,KGM
COMMUN. CONT. UNIT ASSY,8714109000,KGM
"COVER,DUST",8714109000,KGM
"COVER,FILLER",8714109000,KGM
"COVER,FRONT2",8714109000,KGM
"COVER,HANDLE1",8714109000,KGM
"COVER,HINGE 1",8714109000,KGM
"COVER,MAIN SWITCH 2",8714109000,KGM
"COVER,MAINSWITCH",8714109000,KGM
"COVER,METER ASSY",8714109000,KGM
"COVER,SIDE2",8714109000,KGM
"COVER,TAIL 1",8714109000,KGM
"COVER,TAIL2",8714109000,KGM
DRIVER PLUS,8714109000,KGM
ENG BRKT COMP SUB ASSY,8714109000,KGM
"FENDER,INNER SUB ASSY.",8714109000,KGM
FR. FENDER ASSY.,8714109000,KGM
FR. WHEEL SENSOR ASSY.,8714109000,KGM
FR. FLASHER LIGHT ASSY.,8512209100,UNIT
FR.FORKASSY.,8714109000,KGM
FUEL TANK COMP.,8714109000,KGM
"GRIP, DRIVER",8714109000,KGM
"GSKT.,EXT.1",8484100000,KGM
GUIDE,8714109000,KGM
HANDLECOMP.,8714109000,KGM
HINGE,8714109000,KGM
"HINGE,SEAT",8714109000,KGM
"HOLDER,BRAKEHOSE1",8714109000,KGM
"HOSE, FUEL 1",4009429000,KGM
INJECTOR ASSY.,8714109000,KGM
"LEVER,CAMSHAFT 1",8714109000,KGM
LID,8512209100,UNIT
LOCK,8301200000,KGM
METER ASSY.,9029209000,UNIT
"MOLE,SIDECOVER1",8714109000,KGM
"MOLE,SIDECOVER2",8714109000,KGM
"MOLE,SIDECOVER3",8714109000,KGM
"MOLE,SIDECOVER4",8714109000,KGM
"MOLE,SIDECOVER5",8714109000,KGM
"NUT, FLG.",7318169000,KGM
"NUT,SELF-LOCKING (90185-16800)",7318169000,KGM
O2 SENSOR,9029902000,KGM
RAD.SUB ASSY.,8714109000,KGM
RIVET (90269-06812),3926904900,KGM
RIVET (90269-06816),7318239000,KGM
RR. BRAKE SHOE COMP. SET ASSY.,8714109000,KGM
"RR.FOOTRESTASSY.,1",8714109000,KGM
"RR.FOOTRESTASSY.,2",8714109000,KGM
"SCREW, RD. TAPPING",7318159000,KGM
"SHIELD,LEG1",8714109000,KGM
"SHIELD,LEG2",8714109000,KGM
"STAND, MAIN SUB ASSY.",8714109000,KGM
STARTERGEN.CONT.UNITASSY.,8536509990,KGM
"STAY,2",8714109000,KGM
"STAY,3",8714109000,KGM
"STAY,IGN.COIL",8714109000,KGM
"SW.,HANDLE 4",8536509990,KGM
"THROTTLEWIREASSY.,1",8409994100,KGM
"TUBE,CORD 1",8714109000,KGM
"WIRE,BRAKE 2",8544309900,KGM
"WIRE,PULL",8538901100,KGM
"WIRE,SEATLOCK",8544309900,KGM
WIREHARNESSASSY.,8544309900,KGM
CLAMP (90464-14810),7326909990,KGM
"BOLT,FLG.DEEP RECESS",7318159000,KGM
her,7318159000,KGM
"BUSH, RR SHOCK ABSORBER",8714109000,KGM
CLAMP,3926209000,KGM
CLAMP,7326909930,KGM
CLIP,7326909930,KGM
FR.FLASHER LIGHT ASSY.,8512209100,UNIT
FUELTANKCOMP.,8714109000,KGM
"HOSE,BRAKE 3",4009429000,KGM
HYDRAULIC UNIT ASSY.,9032909000,KGM
MAINSW.STRG.LOCKASSY.,8536509990,KGM
"MIRROR ASSY.,1",7009100000,KGM
